GameID,TurnCount,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
3407,443,0.5966560000331818,0.01067826101480394,3,1,1,11,False,False,0,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.16666666666666666,124,29,15,17,12,18,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
3408,195,0.5965955000331867,0.011169259821272585,2,0,2,9,False,False,0,"{'WOOD': 0.027777777777777776, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.027777777777777776, 'ORE': 0}",0.1111111111111111,29,14,12,12,7,3,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
3409,283,0.5964990000331947,0.011234098823422595,2,0,2,9,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.16666666666666666, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.3611111111111111,118,16,11,12,7,41,29,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,2
3410,325,0.5963970000332031,0.010931506932156124,2,0,2,4,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.2222222222222222,86,10,14,16,14,32,20,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
3411,344,0.5962655000332139,0.0113004903139072,5,1,1,12,False,False,2,"{'WOOD': 0.4444444444444444, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.2777777777777778, 'ORE': 0.05555555555555555}",0.7777777777777778,247,37,16,17,12,98,83,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,4
3412,359,0.5961345000332247,0.0115965667042085,5,0,3,15,False,False,2,"{'WOOD': 0.2777777777777778, 'BRICK': 0.19444444444444442, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.6944444444444444,220,48,12,14,5,99,90,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,6
3413,483,0.5959505000332398,0.011151321263953476,4,0,2,12,False,False,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.2777777777777778, 'ORE': 0}",0.3611111111111111,224,35,16,17,7,50,36,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,5
3414,176,0.5958915000332446,0.010662158986679831,5,0,2,4,False,False,3,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.3333333333333333,56,16,6,6,1,13,8,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 0, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,4
3415,484,0.5957215000332586,0.010945806608480565,5,2,1,14,False,False,0,"{'WOOD': 0, 'BRICK': 0.3333333333333333, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.2777777777777778}",0.75,260,41,19,20,16,87,70,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
3416,399,0.5955690000332712,0.010705656236129218,9,2,0,15,True,False,3,"{'WOOD': 0.2777777777777778, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.3333333333333333, 'ORE': 0}",0.6666666666666667,298,54,15,16,8,99,86,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 1, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,6
3417,481,0.595389000033286,0.011345763824647293,7,2,0,11,False,False,3,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.4444444444444444, 'ORE': 0.2222222222222222}",0.8333333333333333,308,53,18,22,17,111,88,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 1}",8,11
3418,277,0.5952905000332941,0.010672235186566329,5,2,0,7,False,False,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.16666666666666666, 'ORE': 0.16666666666666666}",0.611111111111111,134,38,11,15,12,22,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,6
3419,384,0.5951400000333065,0.010986653949440367,6,2,1,15,False,False,1,"{'WOOD': 0, 'BRICK': 0.3055555555555556, 'SHEEP': 0, 'WHEAT': 0.5555555555555556, 'ORE': 0.16666666666666666}",1.027777777777778,264,49,15,16,11,111,89,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,3
3420,572,0.5949710000333204,0.011125891087797178,2,0,2,5,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.1111111111111111,71,20,18,21,17,15,5,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",6,6
3421,286,0.5948475000333305,0.010850126703311256,10,2,3,15,True,False,1,"{'WOOD': 0.33333333333333337, 'BRICK': 0.5277777777777778, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.5, 'ORE': 0.16666666666666666}",1.638888888888889,230,63,12,15,11,57,45,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
3422,298,0.5947230000333408,0.010580394252476442,10,1,4,15,True,False,2,"{'WOOD': 0.2777777777777778, 'BRICK': 0.3055555555555556, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.5555555555555556, 'ORE': 0.2222222222222222}",1.5,232,62,10,12,6,74,61,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 2}",5,7
3423,215,0.5946510000333467,0.01118112015117529,2,0,2,5,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.19444444444444442, 'WHEAT': 0, 'ORE': 0.05555555555555555}",0.3055555555555555,77,9,10,11,7,28,23,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
3424,279,0.5945475000333552,0.01098995872296321,5,0,5,15,False,False,0,"{'WOOD': 0.19444444444444445, 'BRICK': 0.5, 'SHEEP': 0.19444444444444442, 'WHEAT': 0.3611111111111111, 'ORE': 0}",1.25,175,47,14,15,6,77,65,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,3
3425,165,0.5944950000333595,0.011231526033952832,3,1,1,2,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.3333333333333333, 'ORE': 0}",0.3611111111111111,46,8,8,9,8,17,13,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
3426,481,0.5943285000333732,0.011006990681170253,6,1,4,15,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0.2222222222222222, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.08333333333333333, 'ORE': 0.1388888888888889}",0.7777777777777779,265,61,20,22,11,128,111,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",5,6
3427,459,0.5941825000333852,0.01081463838098188,3,1,1,10,False,False,0,"{'WOOD': 0, 'BRICK': 0.3055555555555556, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.05555555555555555}",0.36111111111111116,130,26,18,20,8,48,34,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,3
3428,191,0.5941105000333912,0.01090584389748983,3,0,2,4,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.3333333333333333, 'WHEAT': 0, 'ORE': 0.027777777777777776}",0.3611111111111111,81,19,9,12,5,24,16,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,5
3429,325,0.5940055000333998,0.011589573796040245,2,0,2,12,False,False,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.027777777777777776, 'ORE': 0}",0.2222222222222222,70,22,8,9,9,13,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,2
3430,254,0.5939035000334082,0.010891680201679906,10,2,0,6,False,True,4,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.38888888888888884, 'ORE': 0.33333333333333337}",0.8333333333333333,157,57,11,17,5,19,12,"{'KNIGHT': 0, 'VP': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,"{'KNIGHT': 6, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",9,13
3431,157,0.593857500033412,0.0112487815634307,3,1,1,5,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.2222222222222222,31,11,4,4,4,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
3432,567,0.5936515000334289,0.010528078088559463,9,1,1,14,False,True,4,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.16666666666666666, 'ORE': 0.2222222222222222}",0.5,220,77,22,31,13,78,64,"{'KNIGHT': 0, 'VP': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,"{'KNIGHT': 9, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",12,16
3433,296,0.5935515000334372,0.011330715683288872,4,0,2,10,False,True,0,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.16666666666666666, 'WHEAT': 0, 'ORE': 0.05555555555555555}",0.24999999999999997,77,30,10,14,6,10,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",6,6
3434,147,0.593493000033442,0.0115425635734175,5,0,2,5,False,True,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.2222222222222222, 'ORE': 0}",0.3611111111111111,58,17,9,12,8,6,4,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,5
3435,180,0.5934340000334468,0.010300714414077415,2,0,2,9,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.19444444444444442,45,17,9,10,8,14,9,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
3436,167,0.5933845000334509,0.012486272576180372,3,0,2,5,False,False,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.027777777777777776, 'ORE': 0}",0.08333333333333333,18,9,5,5,3,2,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
3437,510,0.5931705000334685,0.011082936106053851,10,0,5,13,True,True,1,"{'WOOD': 0, 'BRICK': 0.3333333333333333, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.38888888888888884, 'ORE': 0.027777777777777776}",0.9166666666666666,284,58,31,37,28,89,73,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 6, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",7,8
3438,576,0.592982000033484,0.011253192011064377,7,0,2,7,False,True,3,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.19444444444444445,173,46,22,29,18,56,39,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 7, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",9,12
3439,146,0.5929220000334889,0.011114697938319295,10,2,4,15,True,False,0,"{'WOOD': 1.0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.3888888888888889, 'ORE': 0.16666666666666666}",1.5555555555555556,139,52,6,6,4,32,24,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
3440,192,0.5928585000334942,0.012173513330035204,4,0,2,3,False,True,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.25,57,14,3,7,3,11,8,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,4
3441,659,0.5925775000335173,0.010922322715085756,7,0,5,15,True,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.5, 'SHEEP': 0.4166666666666667, 'WHEAT': 0.05555555555555555, 'ORE': 0}",1.1944444444444444,567,53,22,26,19,229,217,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,5
3442,482,0.592411000033531,0.0108485504909343,10,1,4,15,True,False,2,"{'WOOD': 0.1388888888888889, 'BRICK': 0.2222222222222222, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.08333333333333333, 'ORE': 0.25}",0.9722222222222222,195,52,22,23,17,81,65,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,3
3443,225,0.5923335000335374,0.010616114239899381,4,0,2,4,False,False,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.027777777777777776, 'ORE': 0.1111111111111111}",0.1388888888888889,46,19,13,16,4,8,4,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
3444,136,0.5922880000335411,0.010537368936239036,4,0,4,7,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.47222222222222227, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.2222222222222222, 'ORE': 0.1111111111111111}",0.9166666666666667,70,18,5,5,4,22,10,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
3445,224,0.5922110000335474,0.01130698527838406,3,0,2,4,False,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.3055555555555555,87,16,12,15,11,22,13,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
3446,259,0.5921215000335548,0.01094241220212682,3,1,1,6,False,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.25, 'ORE': 0.08333333333333333}",0.5555555555555556,140,16,11,11,7,71,64,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",1,1
3447,382,0.5919680000335674,0.011508065922768235,10,2,0,11,True,True,2,"{'WOOD': 0.16666666666666666, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.2777777777777778, 'ORE': 0.4444444444444444}",1.0,334,61,16,22,5,172,158,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",9,11
3448,343,0.5918555000335767,0.011325629247973363,3,0,3,8,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.08333333333333333, 'ORE': 0.08333333333333333}",0.27777777777777773,71,22,19,20,13,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
3449,355,0.5917445000335858,0.011106658904175568,2,0,2,8,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.19444444444444442,69,18,12,14,7,14,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
3450,268,0.5916580000335929,0.011252595111727715,3,1,1,7,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.05555555555555555}",0.16666666666666666,46,18,15,16,14,11,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
3451,168,0.5916015000335976,0.011280646061409364,2,0,2,12,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.1111111111111111, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.3888888888888889,56,19,3,3,3,10,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,1
3452,205,0.5915165000336046,0.011133218095090021,9,1,2,8,False,True,3,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.08333333333333333, 'ORE': 0.19444444444444442}",0.6388888888888888,109,62,7,15,10,13,4,"{'KNIGHT': 1, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,"{'KNIGHT': 8, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",11,15
3453,391,0.5913710000336165,0.011667223088763322,5,0,5,15,False,False,0,"{'WOOD': 0.08333333333333333, 'BRICK': 0.27777777777777773, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.3611111111111111, 'ORE': 0}",1.0,237,47,18,21,9,124,98,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
3454,378,0.5912135000336295,0.011235913213726783,10,1,4,15,False,False,4,"{'WOOD': 0.3888888888888889, 'BRICK': 0.2222222222222222, 'SHEEP': 0.4444444444444444, 'WHEAT': 0.25, 'ORE': 0.05555555555555555}",1.3611111111111112,305,85,16,22,7,108,84,"{'KNIGHT': 0, 'VP': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 0}",6,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",8,14
3455,199,0.591146500033635,0.011646588562306628,2,0,2,8,False,False,0,"{'WOOD': 0.08333333333333333, 'BRICK': 0.027777777777777776, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0}",0.25,56,18,4,6,6,3,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
3456,348,0.5910230000336452,0.010585410723100729,3,0,3,15,False,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.1111111111111111, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.25}",0.5833333333333333,154,35,15,17,13,40,25,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,3
3457,242,0.5909335000336525,0.011480246531366053,10,1,1,6,False,True,5,"{'WOOD': 0, 'BRICK': 0.1111111111111111, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.2222222222222222, 'ORE': 0.08333333333333333}",0.5277777777777778,93,54,10,19,8,28,16,"{'KNIGHT': 0, 'VP': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,"{'KNIGHT': 9, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",10,15
