tiles:['hills', 'forest', 'desert', 'forest', 'mountains', 'pasture', 'mountains', 'fields', 'pasture', 'fields', 'hills', 'fields', 'forest', 'hills', 'forest', 'mountains', 'pasture', 'fields', 'pasture']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'hills', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'hills', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'hills', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'mountains', 'fields', 'forest', 'hills', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'hills', 'mountains', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'pasture', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'forest', 'fields', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'fields', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'pasture', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'fields', 'forest', 'pasture', 'hills', 'pasture', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'hills', 'mountains', 'desert', 'forest', 'fields', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'pasture', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'pasture', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'pasture', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'fields', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'fields', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'pasture', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'hills', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'pasture', 'hills', 'fields', 'forest', 'fields', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'fields', 'pasture', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'mountains', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['hills', 'fields', 'pasture', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'pasture', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'hills', 'pasture', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'mountains', 'fields', 'hills', 'fields', 'forest', 'mountains', 'forest', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'forest', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'hills', 'forest', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'forest', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'hills', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'hills', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'mountains', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'hills', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
